Pol,Lokacija,Other,Godine,Koliko dugo se profesionalno baviš programiranjem?,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Other,Koliko godina radiš sa HTML/CSS-om?,Koliko godina radiš sa C-om?,Koliko godina radiš sa C#-om?,ASP.NET,.NET,Unity,Other,Koliko godina radiš sa C++-om?,Koliko dugo radiš sa Javom?,Android,JEE,Spring,Scala,Grails,Play,Other,Koliko dugo radiš sa JS-om?,AngularJS,BackboneJS,React,Node,Other,Express,Hapi,Other,Koliko dugo radiš sa PHPom?,WordPress,Drupal,Magento,Zend,Laravel,Other,Koliko dugo radiš sa Pythonom?,Koliko dugo radiš sa Objective-C?,Koliko dugo radiš sa Swiftom?,Koliko dugo radiš sa Rubyjem?,Koliko dugo radiš sa Scalom?,Koliko dugo radiš sa SQLom?,Koliko dugo radiš sa drugim jezikom koji si naveo?,Označi platformu sa kojom si dominantno radio/la do sada?,HTML/CSS,C,C++,C#,Node,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Go,Other,U koju grupu developera (ili softverskih inženjera) sebe ubrajaš?,Da li koristiš nešto za verzionisanje koda?,SVN,Git,Mercurial,Aerial,Other,Atom,Eclipse,IntelliJ,Netbeans,Sublime,Visual Studio,PHP Storm,Other,Windows,Mac OS,Linux,Unix,Other,Formalno obrazovanje — da li si završio/la fakultet ili višu školu?,Šta si studirao/la?,Other,Šta si završio/la?,Other,formalno obrazovanje,kursevi i obuke,samostalno učenje i praksa,praksa i učenje uz iskusnije kolege,Da li praviš/učestvuješ u open source projektima?,Koliko sati nedeljno posvećuješ open-source projektima?,Gde su postavljeni ovi projekti?,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,Other,Pročitao/la segment ili celu knjigu o programiranju?,Pogledao/la neki video tutorijal?,Pohađao/la kurs?,Posetio/la programerski događaj?,Da li poseduješ neki sertifikat za tehnologiju u kojoj radiš?,Koliko sertifikata poseduješ?,Kada si dobio/la poslednji sertifikat?,Da li su uticali na tvoje zaposlenje/angažman?,A na novčanu nadoknadu?,Trenutno zaposlenje,Australija,Afrika,Azija,Zapadna Evropa,Istočna Evropa,Centralna Evropa,Severna Amerika,Južna Amerika,Other,Na koji način dominantno dolaziš do klijenata?,Other,Elance,Freelance,UpWork (bivši ODesk),Other,Koliko zaposlenih ima tvoja firma?,Pre preduzetništva dominantno si bio/la,usluge za klijente,sopstveni proizvodi za lok/reg tržište,sopstveni proizvodi za globalno tržište,Koji je iznos plate za koju radiš?,Koja je tvoja pozicija na poslu?,U koliko firmi si radio/la do sada?,Da li i koliko u proseku frilensuješ (radiš za novac) sa strane?,Koliko zaposlenih ima tvoja firma?,usluge za klijente,sopstveni proizvodi,domaće,strano,mešovito,ne znam,strano,domaće,Standardno zaposlenje (Ugovor o radu),Preko preduzetničke agencije,Ugovor o delu,Autorski ugovor,"Na virtuelni račun (PayPal, Skrill, Payoneer)",Stažiram uz nadoknadu,Volontiram,"Deo na ruke, deo po Ugovoru",Dobijam keš na ruke,Other,Koliki je iznos nadoknade za koju radiš?,Koliko dana odmora dobijaš?,"Koliko sati, prosečno, traje tvoj radni dan?",Da li si plaćen/a za prekovremeni rad?,fleksibilno radno vreme,kompanijski automobil,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,Other,Koliko si zadovoljan/a trenutnim poslom?,Koji je dominantan razlog zbog kojeg si promenio poslednje radno mesto?,Da li planiraš u budućnosti da pokreneš svoj biznis?,Šta misliš da je najizvesnije da ćeš pokrenuti?,Other,Šta je to na čemu radiš?,Other,Da li imaš neko mišljenje o srpskoj dev sceni koje bi želeo da podeliš sa nama? Da li imaš neko mišljenje o tome kako bi mogla da se unapredi?,source,Start Date (UTC),Submit Date (UTC)
Muški,,Sarajevo,30,3,HTML/CSS,,C++,C#,Java,,PHP,,,,,,,,5,,,,,,,,2,,,Spring,,,,,,,,,,,,,,1,,,,Zend,,,,,,,,,,web,,,,,Node,,Javascript,,,,,,,Scala,,,mid-level developer,Koristim,,Git,,,,,,IntelliJ,,Sublime,,,,,,Linux,,,"Da, fakultet",,,ETF,,2,1,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,Kroz knjige,Kroz video tutorijale,,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,da,1,Pre više od godinu dana,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,600,,sopstveni proizvodi,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,900€,19,8,ne,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,5,bolja plata,ne znam,,,,,,,10/23/2015 9:22:43,10/23/2015 10:43:08
Muški,Beograd,,33,7,HTML/CSS,,,C#,Java,Javascript,,,,,,SQL,,,5,,1,,.NET,,,,7,,JEE,,,,,,5,,,,,"Dojo, jquery",,,,,,,,,,,,,,,,5,,web,,,,,,Java,,,,,,,SQL,,,,senior developer,Koristim,SVN,,,,,,,,,,,,RAD,Windows,,,,,"Da, višu školu",,,,,1,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,,Kroz knjige,,,,Kroz kompaniju u kojoj radim,,Tokom prethodnog meseca,Nikada,Pre više od godinu dana,Pre više od godinu dana,da,3,U proteklih 6 meseci,da,da,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,2,ne frilensujem,40,usluge za klijente,,,,mešovito,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,2000-2500€,23,8,da,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,4,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,Ne razmisljam o tome,,10/23/2015 10:34:17,10/23/2015 10:43:25
Muški,Beograd,,32,10,HTML/CSS,,,,Java,Javascript,PHP,,,,,SQL,,,10,,,,,,,,2,,JEE,,,,,,5,AngularJS,,,,,,,,10,,,,,Laravel,,,,,,,10,,web,,,,,,Java,,PHP,,,Swift,,,,,,senior developer,Koristim,,Git,,,,,,,,,,PHP Storm,,,Mac OS,,,,"Da, master",,,,,2,1,5,2,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,,,,,U toku prethodnih godinu dana,U proteklih 6 meseci,Nikada,U proteklih 6 meseci,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,2,zaposlen/a u firmi,,,sopstveni proizvodi za globalno tržište,"1,000€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dafed,10/23/2015 10:59:44,10/23/2015 11:03:47
Ženski,Beograd,,33,8,HTML/CSS,C,C++,,Java,Javascript,,,,,,SQL,,,3,2,,,,,,2,8,,JEE,Spring,,,,,3,,,React,,,,,,,,,,,,,,,,,,8,,web,,,,,,Java,,,,,,,,Scala,,,mid-level developer,Koristim,SVN,,,,,,Eclipse,,,,,,,Windows,,,,,"Da, fakultet",,,PMF,,3,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,,,Kroz video tutorijale,,,,,U proteklih 6 meseci,Pre više od godinu dana,Nikada,Pre više od godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,100,usluge za klijente,,,,,ne znam,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,600€,20,9,da,,,,,,,,nista,3,bolji radni uslovi,ne planiram,,,,,,,10/23/2015 11:11:15,10/23/2015 11:16:22
Muški,Zrenjanin,,38,8,HTML/CSS,,,,,,PHP,,,,,SQL,,,8,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,Joomla,,,,,,5,,web,HTML/CSS,,,,,,,PHP,,,,,SQL,,,,mid-level developer,Koristim,,Git,,,,,,,,,,,notepad++,Windows,,,,,Nisam,,,,,2,3,4,5,da,1 sat ili manje,bitbucket,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,U toku prethodnih godinu dana,da,3,Pre više od godinu dana,ne,ne,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,8,freelancer/ka,usluge za klijente,,,"1,000€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dafed,10/23/2015 11:40:44,10/23/2015 11:45:25
Muški,Novi Sad,,30,13,HTML/CSS,,,C#,Java,Javascript,PHP,,,,,SQL,,"Pascal, Modula",15,,1,,.NET,,,,10,,,Spring,,,,,15,AngularJS,BackboneJS,,,,,,,15,,,,,,Symfony,,,,,,15,,web,,,,,,Java,,PHP,,,,,,,,,senior developer,Koristim,,Git,,,,Atom,,,,,,PHP Storm,,,,Linux,,,"Da, fakultet",,,,FIT,2,1,5,3,da,1 sat ili manje,bitbucket,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,,Kroz knjige,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,U protekla 3 meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,3,od 5 do 10h nedeljno,300,,sopstveni proizvodi,domaće,,,,strano,,,,,,,,,"Deo na ruke, deo po Ugovoru",,Poslovna tajna,500€ i manje,20,8,da,fleksibilno radno vreme,,,,,,,,4,želja za sticanjem novih znanja i iskustava,"da, planiram",servisan / autsorsing biznis,,,,,,10/23/2015 11:14:13,10/23/2015 11:47:29
Ženski,Beograd,,38,14,HTML/CSS,,C++,,,Javascript,PHP,,,,,SQL,,,10,,,,,,,3,,,,,,,,,12,AngularJS,,,,,,,,14,,,,Zend,,,,,,,,14,,web,,,,,,,,PHP,,,,,,,,,senior developer,Koristim,,Git,,,,,Eclipse,,,,,PHP Storm,,,,Linux,,,"Da, fakultet",,,FON,,3,4,5,5,ne,,,,,,,,,,,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,U protekla 3 meseca,Pre više od godinu dana,Pre više od godinu dana,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne planiram,,,,,,dafed,10/23/2015 11:48:50,10/23/2015 11:52:57
Muški,,Sarajevo,23,3,HTML/CSS,C,C++,,Java,Javascript,PHP,Python,,,,SQL,,,3,5,,,,,,5,3,,,Spring,,,,,3,AngularJS,,,,,,,,3,WordPress,,,,,,1,,,,,2,,web,,C,C++,,,,,,,,,,,,,,mid-level developer,Koristim,,Git,,,,Atom,,IntelliJ,,Sublime,,PHP Storm,,,,Linux,,,"Da, fakultet",,,PMF,,2,1,4,3,ne,,,Razgovorajući sa prijateljima i kolegama,,,Na događajima,,,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,da,1,U toku prethodnih godinu dana,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,do 5h nedeljno,700,,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,900€,19,8,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,mogućnost predlaganja sopstvenih projekata,,,4,bolji međuljudski odnosi,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/23/2015 11:51:37,10/23/2015 11:56:44
Muški,,Uzice,22,1,HTML/CSS,,,C#,Java,Javascript,,,,,,SQL,,,1,,1,,.NET,,,,2,,JEE,,,,,,1,AngularJS,,React,,,,,,,,,,,,,,,,,,1,,web,,,,C#,,,Javascript,,,,,Ruby,SQL,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,Sublime,Visual Studio,,,Windows,,,,,Još uvek studiram,FON,,FON,,3,2,4,3,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,Na događajima,,,,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Nikada,U toku prethodnih godinu dana,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,dafed,10/23/2015 12:00:33,10/23/2015 12:06:51
Muški,Beograd,,29,15,HTML/CSS,C,C++,,Java,Javascript,PHP,Python,,,,SQL,,,10,5,,,,,,5,5,Android,,,,,,,10,AngularJS,,,,,,,,10,WordPress,,Magento,Zend,Laravel,,3,,,,,10,,web,,,,,Node,,,PHP,Python,,,,,,,,senior developer,Koristim,,Git,,,,,,,,Sublime,,PHP Storm,,,Mac OS,,,,"Da, fakultet",,,ETF,,3,1,5,1,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,U protekla 3 meseca,da,3,U proteklih 6 meseci,ne znam,ne znam,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,2,zaposlen/a u firmi,usluge za klijente,,,4000-5000€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panel diskusije, okupljanja, Hub-ovi sa pristupacnim cenama",dafed,10/23/2015 12:08:59,10/23/2015 12:13:39
Muški,,London,24,2,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,nodejs,3,,,,,,,,,,,,,,,,3,AngularJS,,,Node,,Express,,,3,,,,,Laravel,Custom,,,,,,3,,web,,,,,,,Javascript,PHP,,,,,,,,,junior developer,Koristim,,Git,,,,,,,,,,PHP Storm,,,Mac OS,Linux,,,"Da, fakultet",,,FON,,2,1,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U proteklih 6 meseci,U proteklih 6 meseci,Pre više od godinu dana,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,3,od 10 do 20h nedeljno,7,,sopstveni proizvodi,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,2000-2500€,25,9,ne,,,,,,mogućnost predlaganja sopstvenih projekata,,,4,želja za sticanjem novih znanja i iskustava,"da, planiram",,Oba,,,"Mnoooogo je napredovala u poslednjih par godina. Bas ima dosta ljudi koji se cimaju da sve ovo bude na visikom nivou i uporedivo sa globalnom scenom. Mozda malo vise naprednijih besplatnih kurseva. Trenutno postoji mnogo načina i mesta gde ljudi besplatno mogu da nauče osnove, ali jako je teško naći nekog iskusnijeg ko hoće i može da se posveti. Pet projekti bi trebali da budu malo ozbiljniji od običnih todo-ova, kalendara, appova za sastanak i managemen-t vremena. Tu se uče osnove, ali da bi se veći broj podigao na viši nivo od početničkog potrebno je nešto ozbiljnije.",dafed,10/23/2015 12:20:19,10/23/2015 12:48:43
Muški,Beograd,,30,1,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,1,,,,,,,,,,,,,,,,1,,,,,jQuery,,,,1,WordPress,,,,Laravel,,,,,,,1,,web,HTML/CSS,,,,,Java,,PHP,,,,,SQL,,,,junior developer,Koristim,,Git,,,,,Eclipse,,Netbeans,Sublime,,,notepad,Windows,,,,,Još uvek studiram,,Ekonomski,,Ekonomski,1,1,5,3,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a — (freelance),,,,,Istočna Evropa,,,,,preko preporuke,,Elance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",,agencija za pravljenje sajtova i hosting,,,Dev scena je u usponu,dafed,10/23/2015 12:38:39,10/23/2015 13:00:52
Muški,Beograd,,28,5,,,C++,,Java,Javascript,,,,,,,,Delphi,,,,,,,,1,2,,JEE,,,,,,2,,,,Node,,Express,,,,,,,,,,,,,,,,,web,,,,,,Java,,,,,,,,,,,mid-level developer,Koristim,SVN,Git,Mercurial,,,,Eclipse,,,,,,,Windows,,Linux,,,"Da, master",,,,,1,2,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,Na događajima,,,,,Kroz kompaniju u kojoj radim,,U protekla 3 meseca,U proteklih 6 meseci,U protekla 3 meseca,U protekla 3 meseca,da,2,U toku prethodnih godinu dana,da,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,32,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,800€,20,8,ne,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,3,bolji radni uslovi,ne planiram,,,,,,dafed,10/23/2015 12:54:15,10/23/2015 13:00:54
Muški,Beograd,,36,11,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,Sphinx,11,,,,,,,,,,,,,,,,6,,,,,jQuery,,,,11,,,,,,Custom,,,,,,8,,web,,,,,,,,PHP,,,,,,,,,senior developer,Koristim,SVN,Git,,,,,,,Netbeans,,,,,,,Linux,,,"Da, fakultet",,,ETF,,3,3,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,,,,,,U protekla 3 meseca,Tokom prethodnog meseca,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,3,od 5 do 10h nedeljno,40,,sopstveni proizvodi,,,mešovito,,,domaće,,Preko preduzetničke agencije,,,,,,,,,1500-1700€,27,9,ne,fleksibilno radno vreme,,,,,,,,4,želja za sticanjem novih znanja i iskustava,već sam pokrenuo/la,,,startap / proizvod za globalno tržište,,,dafed,10/23/2015 13:18:54,10/23/2015 13:28:49
Muški,Beograd,,34,8,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,8,,,,,,,,,,,,,,,,7,AngularJS,,,Node,,Express,,,7,,,,,Laravel,,,,,,,7,,web,,,,,,Java,,PHP,Python,,,,,,,,mid-level developer,Koristim,SVN,Git,,,,,,,Netbeans,Sublime,,PHP Storm,,,,Linux,,,Studirao i nikad završio/la,,,,,3,2,5,4,ne,,,,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,jedna od vodećih u kompaniji,2,ne frilensujem,8,usluge za klijente,,domaće,,,,strano,,,,,,,,,"Deo na ruke, deo po Ugovoru",,,1500-1700€,20,8,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,ručak na poslu,,,,3,bolji radni uslovi,već sam pokrenuo/la,,,servisan / autsorsing biznis,,,dafed,10/23/2015 13:50:10,10/23/2015 13:58:20
Muški,Beograd,,32,5,HTML/CSS,C,C++,,Java,Javascript,,,,,,SQL,,,5,1,,,,,,2,4,,JEE,Spring,,Grails,,,3,,,,,Handlebar ,,,,,,,,,,,,,,,,4,,web,,,,,,,Javascript,,,,,,,,,,mid-level developer,Koristim,SVN,Git,Mercurial,,,,Eclipse,IntelliJ,,Sublime,,,Webstorm ,Windows,Mac OS,Linux,,,"Da, master",,,,,2,2,5,5,ne,,,,Prateći blogove i onlajn magazine,,Na događajima,Kroz knjige,Kroz video tutorijale,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,2,zaposlen/a u firmi,usluge za klijente,,,1700-2000€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/23/2015 14:02:19,10/23/2015 14:07:58
Muški,Beograd,,28,4,HTML/CSS,,,,Java,Javascript,,,,,,SQL,,haskell,4,,,,,,,,4,,,,,,,Legacy big balls of mud,2,,,,,jQuery,,,,,,,,,,,,,,,,2,,web,,,,,,,,,,,,,,,,haskell,mid-level developer,Koristim,SVN,Git,,,,,Eclipse,,,,,,,Windows,,Linux,,,"Da, master",,,,,2,2,5,4,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Pre više od godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,500,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,700€,20,8,da,fleksibilno radno vreme,,,plaćene obuke i treninge,,,,,3,bolja plata,"možda, ako se pojavi dobra prilika",,,,,"previse jave i c#, premalo posla u kojima bi se radile novije stvari, pa ne cak i novije, za nas je novo da se radi skala i akka, mosh misliti....cim cujem ""radimo sa velikim inostranim klijentom"" smuci mi se.....a.k.a legacy codebase sinkhole, e to je Srbija! pozz",,10/23/2015 14:05:50,10/23/2015 14:13:55
Muški,Beograd,,23,1,HTML/CSS,,C++,C#,Java,Javascript,PHP,,,,,SQL,,Node,2,,,,,,,1,4,Android,,,,,,,1,AngularJS,,,Node,,Express,,,0,WordPress,,,,,,,,,,,2,,web,,,,,Node,Java,Javascript,PHP,,Objective-C,Swift,,,,,,junior developer,Koristim,,Git,,,,,Eclipse,IntelliJ,Netbeans,,Visual Studio,,,Windows,,Linux,,,"Da, višu školu",,,,,4,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,Na događajima,,Kroz video tutorijale,,,Kroz kompaniju u kojoj radim,,U toku prethodnih godinu dana,U proteklih 6 meseci,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,15,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,,,,,,,,,,Dobijam keš na ruke,,500€ i manje,10,9,ne,fleksibilno radno vreme,,,,,,,,4,bolji radni uslovi,ne planiram,,,,,"Code, have fun, love people ... \m/ Pozdrav za srpsku dev scenu!",dafed,10/23/2015 13:27:14,10/23/2015 14:26:19
Muški,Beograd,,30,15,HTML/CSS,C,,,Java,Javascript,PHP,,,,,SQL,,Arduino,15,17,,,,,,,12,,JEE,,,,,,15,,,,Node,,Express,,,15,WordPress,,,,,Custom,,,,,,12,,standalone,,,,,,Java,,,,,,,,,,,mid-level developer,Koristim,SVN,Git,,,,,Eclipse,,,,,,,Windows,,Linux,Unix,,"Da, fakultet",,,RAF,,4,3,5,4,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,U toku prethodnih godinu dana,da,1,Pre više od godinu dana,ne,da,Samozaposlen/a — (freelance),,,,Zapadna Evropa,,Centralna Evropa,,,,uglavnom radim za iste klijente,,,,,Nijedan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,dafed,10/23/2015 14:19:41,10/23/2015 14:26:49
Muški,,Doboj,26,1,HTML/CSS,,,,Java,,,,,,,SQL,,,5,,,,,,,,5,,,Spring,,,,,,,,,,,,,,,,,,,,,,,,,,5,,web,,,,,,,,,,,,,,Scala,,,mid-level developer,Koristim,,Git,,,,Atom,Eclipse,IntelliJ,,,,,,Windows,,Linux,,,Još uvek studiram,,Ekonomski,,Ekonomski,3,1,5,5,da,5-10 sati,bitbucket,,Prateći blogove i onlajn magazine,,,,,,,Kroz kompaniju u kojoj radim,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,0,do 5h nedeljno,24,usluge za klijente,,,,mešovito,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,600€,2,8,ne,fleksibilno radno vreme,,plaćena odsustva,,,,dodatno zdravstveno i/ili penziono osiguranje,,5,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,,,10/23/2015 14:49:02,10/23/2015 14:54:57
Muški,Beograd,,26,8,HTML/CSS,,,C#,Java,,PHP,Python,,,,SQL,Scala,,2,,1,,.NET,,Managed DirectX and XNA,,4,,JEE,,,,,,,,,,,,,,,2,,,,,,Worked without framework,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/23/2015 17:59:50,10/23/2015 18:03:43
Muški,Beograd,,21,7,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,,,,SQL,,,1,3,,,,,,4,2,Android,,,,,,,2,AngularJS,,,,,,,,1,WordPress,,,,,,1,,,,,2,,mobile,,C,C++,C#,,Java,,,,,,,,,,,junior developer,Koristim,,Git,,,,,Eclipse,,Netbeans,Sublime,Visual Studio,,,Windows,,Linux,,,Još uvek studiram,ETF,,ETF,,5,2,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,,Kroz knjige,Kroz video tutorijale,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Pre više od godinu dana,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/23/2015 21:00:19,10/23/2015 21:04:43
Muški,Beograd,,22,2,HTML/CSS,,,,Java,Javascript,,,,,,SQL,,,2,,,,,,,,2,,JEE,Spring,,,,,1,AngularJS,,,,,,,,,,,,,,,,,,,,1,,web,,,,,,,,,,,,,,Scala,,R,junior developer,Koristim,,Git,,,,,Eclipse,,Netbeans,Sublime,,PHP Storm,,Windows,,,,,Još uvek studiram,FON,,FON,,4,5,5,5,da,više od 10 sati,github,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,,,Kroz video tutorijale,,,,,U protekla 3 meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,do 5h nedeljno,300,usluge za klijente,,domaće,,,,,domaće,,,Ugovor o delu,,,,,,,,500€ i manje,90,4,da,fleksibilno radno vreme,,,plaćene obuke i treninge,,mogućnost predlaganja sopstvenih projekata,,,5,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,Samo vise engagementa i bice bolje,dafed,10/23/2015 21:47:20,10/23/2015 21:55:06
